SIREN,SIRET,Nom société,Enseigne,Catégorie entreprise,Forme juridique,Date création,Code NAF,Libellé NAF,Tranche effectifs,Adresse,Code postal,Ville,Site web,Email générique,Téléphone standard,Nom dirigeant,Prénom dirigeant,Fonction dirigeant,Email dirigeant,Téléphone dirigeant,LinkedIn dirigeant,LinkedIn société,Spécialité Santé,Spécialité Prévoyance,Spécialité IARD,Spécialité Auto,Spécialité RC Pro,Spécialité Entreprises,Spécialité Collectives,Spécialité Particuliers,Nb collaborateurs estimé,Niveau digitalisation,ICP Score,Priorité,Potentiel,Statut prospection,Canal,Date premier contact,Dernier contact,Relance prévue,Démo réalisée,Proposition envoyée,Closing estimé,Notes
800528135,80052813500042,S2M,,PME,2385,2014-01-01,66.22Z,66.22Y,03,5 RUE DE L'ODET,29170,FOUESNANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800546350,80054635000011,ASSURANCES SOLUTIONS COURTAGE 56 - PAR ABREVIATION ASC 56,,PME,5499,2014-02-17,66.22Z,66.22Y,NN,11 RUE DE LA MAIRIE,56440,LANGUIDIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801345976,80134597600030,,CABINET LEFEUVRE-NEVEU,PME,1000,2014-04-01,66.22Z,66.22Y,NN,5 RUE DES CAMELINS,35580,BAULON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801346131,80134613100015,,,PME,1000,2014-04-01,66.22Z,66.22Y,NN,109 AVENUE ARISTIDE BRIAND,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801369778,80136977800015,LEFEUVRE NEVEU DARDENNE,,PME,2385,2014-04-01,66.22Z,66.22Y,02,109 AVENUE ARISTIDE BRIAND,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801406513,80140651300060,,,PME,1000,2014-04-01,66.22Z,66.22Y,NN,8 PLACE DE LA MAIRIE,22350,CAULNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801468026,80146802600019,COCOON,GENERATION SANTE,ETI,5710,2014-04-03,66.22Z,66.22Y,11,12 RUE DE KEROGAN,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801659210,80165921000026,,,PME,1000,2014-04-07,66.22Z,66.22Y,NN,9 RUE JEAN RIOCHE,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801722497,80172249700014,,,PME,1000,2014-04-29,66.22Z,66.22Y,NN,2 RUE DE L'AULNE,29900,CONCARNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801935586,80193558600017,SAS ASSURANCES LE GAL COURTAGE DE LA RIA,,PME,5710,2014-05-25,66.22Z,66.22Y,02,8 RUE AMPERE,56550,BELZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802030783,80203078300020,,,PME,1000,2014-05-01,66.22Z,66.22Y,NN,6 AVENUE SAINT-SYMPHORIEN,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802147504,80214750400020,,,PME,1000,2014-05-02,73.12Z,66.22Y,NN,9 RUE DU BUDO,56240,PLOUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802289769,80228976900027,,,PME,1000,2014-07-01,66.22Z,66.22Y,01,73 RUE GAL DE GAULLE,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802306506,80230650600022,[ND],[ND],PME,1000,2014-05-12,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],DOUARNENEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802504399,80250439900055,CREDIT COURTIER DE FRANCE,CREDIT COURTIER DE FRANCE,ETI,5710,2014-05-21,66.19B,66.22Y,03,12 RUE DE NANTES,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802597898,80259789800047,,,PME,1000,2014-07-01,66.22Z,66.22Y,NN,4 RUE DE LEUREOU,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802683235,80268323500013,DESCHAMPS PATRIMOINE,,PME,5499,2014-05-28,66.22Z,66.22Y,NN,4 RUE DE LA CROIX CHEMIN,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802919589,80291958900027,CAPEA,,PME,5499,2014-06-17,66.22Z,66.22Y,11,19 QUAI GAMBETTA,56360,LE PALAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802919589,80291958900035,CAPEA,,PME,5499,2014-06-17,66.22Z,66.22Y,11,4 PLACE DE LA GARE,56170,QUIBERON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802919589,80291958900076,CAPEA,VINDILIS ASSURANCES,PME,5499,2014-06-17,66.22Z,66.22Y,11,7 RUE DU DANEMARK,56400,AURAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803032051,80303205100010,,,PME,1000,2014-07-01,66.22Z,66.22Y,NN,5 PLACE DE LA DUCHESSE ANNE,56120,JOSSELIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803189844,80318984400027,,,PME,1000,2014-07-01,66.22Z,66.22Y,02,29 PLACE ALLENDE,29600,MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803411263,80341126300020,,,PME,1000,2014-08-01,66.22Z,66.22Y,NN,28 RUE CORVETTE PRIMAUGUET,29290,SAINT-RENAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803789122,80378912200014,MUSSET & LE BRETON CABINETS D'ASSURANCES,,PME,5499,2014-07-29,66.22Z,66.22Y,02,1 ROND-POINT DU MOUSTOIR,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803789122,80378912200022,MUSSET & LE BRETON CABINETS D'ASSURANCES,,PME,5499,2014-07-29,66.22Z,66.22Y,02,41 RUE SAINT-BIEUZY,56270,PLOEMEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803789122,80378912200030,MUSSET & LE BRETON CABINETS D'ASSURANCES,,PME,5499,2014-07-29,66.22Z,66.22Y,02,7 AVENUE SALVADOR ALLENDE,56700,HENNEBONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803918770,80391877000030,,,PME,1000,2014-09-01,66.22Z,66.22Y,01,9 AV FRANCOISE GIROUD,56700,HENNEBONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804125391,80412539100065,ENTORIA,,ETI,5710,2014-07-31,66.22Z,66.22Y,32,3 RUE LOUIS KERAUTRET-BOTMEL,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804426062,80442606200019,A2C BREST,,PME,5499,2014-07-13,66.22Z,66.22Y,NN,10 RUE DE TUNISIE,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804498327,80449832700019,AG OUEST ASSURANCES,,PME,5499,2014-09-15,66.22Z,66.22Y,NN,30 RUE DES ROSEAUX,35134,COESMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804621506,80462150600026,SF CONSEIL ET COURTAGE,,PME,5499,2014-10-01,66.22Z,66.22Y,NN,3 RUE COLARY,56340,CARNAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804792695,80479269500012,THIERRY LE GOFF ET ASSOCIES,,PME,5499,2014-09-25,66.22Z,66.22Y,03,13 RUE DE SIAM,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804792695,80479269500020,THIERRY LE GOFF ET ASSOCIES,,PME,5499,2014-09-25,66.22Z,66.22Y,03,5 RUE DE L'ORATOIRE,29260,LE FOLGOET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804792695,80479269500046,THIERRY LE GOFF ET ASSOCIES,,PME,5499,2014-09-25,66.22Z,66.22Y,03,52 QUAI DE LEON,29800,LANDERNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804847671,80484767100026,,AXA ASSURANCES,PME,1000,2014-11-01,66.22Z,66.22Y,03,12 PLACE DE LA DUCHESSE ANNE,35600,REDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805155884,80515588400069,ABE,,PME,5499,2014-10-10,66.22Z,66.22Y,21,32 RUE MONSEIGNEUR DUCHESNE,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805259272,80525927200047,[ND],[ND],PME,1000,2014-09-16,47.99A,66.22Y,NN,[ND] [ND] [ND],[ND],SAINT-AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807561543,80756154300040,,,PME,1000,2014-11-01,68.20A,66.22Y,NN,1 PLACE DU GENERAL DE GAULLE,22600,LOUDEAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807669510,80766951000024,,,PME,1000,2014-11-06,66.22Z,66.22Y,NN,7 ALLEE DES HIRONDELLES,35510,CESSON-SEVIGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807802574,80780257400010,LB STRATEGIE & PATRIMOINE,,PME,5499,2014-12-01,66.22Z,66.22Y,01,28 BOULEVARD DE CHATEAUBRIANT,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808075451,80807545100043,BHP ASSURANCES,BHP ASSURANCES,PME,5499,2015-01-01,66.22Z,66.22Y,03,5 RUE DE L ABATTOIR,22100,DINAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808075451,80807545100050,BHP ASSURANCES,BHP ASSURANCES,PME,5499,2015-01-01,66.22Z,66.22Y,03,11 AV KENNEDY,22200,GUINGAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808075451,80807545100068,BHP ASSURANCES,,PME,5499,2015-01-01,66.22Z,66.22Y,03,9 RUE HELENE BOUCHER,22190,PLERIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808127666,80812766600010,,,PME,1000,2014-11-28,66.22Z,66.22Y,NN,LES BUISSONNETS,35420,LE FERRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808180459,80818045900014,,,PME,1000,2015-01-01,66.22Z,66.22Y,NN,6 ALLEE DU CLOS KER YANN,56390,GRAND-CHAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808322432,80832243200010,,,PME,1000,2015-01-01,66.22Z,66.22Y,02,9 RUE CHARLES CARTEL,22400,LAMBALLE-ARMOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808509376,80850937600014,,,PME,1000,2015-01-01,66.22Z,66.22Y,NN,4 BOULEVARD DE CREAC'H GWEN,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808509376,80850937600022,,,PME,1000,2015-01-01,66.22Z,66.22Y,NN,4 PLACE DU GENERAL DE GAULLE,29140,ROSPORDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808509525,80850952500016,,,PME,1000,2015-01-01,66.22Z,66.22Y,NN,4 BOULEVARD DE CREAC'H GWEN,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808509525,80850952500024,,,PME,1000,2015-01-01,66.22Z,66.22Y,NN,4 PLACE DU GENERAL DE GAULLE,29140,ROSPORDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808719447,80871944700019,PROAVENIR,,PME,5710,2015-01-09,66.22Z,66.22Y,01,LIEU DIT KERGOFF,22170,BOQUEHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808767495,80876749500027,,GAN ASSURANCES,PME,1000,2015-01-05,66.22Z,66.22Y,NN,6 BOULEVARD DE LA LIBERTE,35600,REDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808836696,80883669600019,RANCE ASSURANCES,,PME,5710,2015-01-02,66.22Z,66.22Y,NN,8 PLACE DE LA MAIRIE,22350,CAULNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808868897,80886889700022,,,PME,1000,2015-02-01,66.22Z,66.22Y,NN,KERLEC,29380,BANNALEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809047020,80904702000023,,,PME,1000,2015-02-01,66.22Z,66.22Y,NN,7 IMPASSE DU PONT AUX PRETRES,35111,LA FRESNAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809082480,80908248000017,,,PME,1000,2015-02-06,66.22Z,66.22Y,NN,LA CROIX VERTE,29380,LE TREVOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809172372,80917237200017,TYPHEN GARO ASSURANCES,,PME,5499,2015-01-19,66.22Z,66.22Y,01,19 PLACE DE LA REPUBLIQUE,29120,PONT-L'ABBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809263585,80926358500014,,,PME,1000,2015-02-26,66.22Z,66.22Y,NN,2 SQUARE DU DOURO,35200,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809373236,80937323600037,,,PME,1000,2015-02-03,66.22Z,66.22Y,NN,4 PLACE DU BOURG,29620,PLOUEGAT-GUERAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809729502,80972950200017,ASSUR'PRO BUSINESS CONSEIL,,PME,5710,2015-02-09,66.22Z,66.22Y,01,20 AVENUE DU CHEVRE,35690,ACIGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809742786,80974278600035,,LE CONSERVATEUR,PME,1000,2015-03-01,66.22Z,66.22Y,NN,1 SQUARE DE TANOUARN,35700,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809872567,80987256700031,FINECOM GESTION PRIVEE GLOBALE,,PME,5710,2015-02-28,66.22Z,66.22Y,NN,87 ALLEE SAINT-HELIER,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810038422,81003842200012,,MMA,PME,1000,2015-04-01,66.22Z,66.22Y,NN,2 ALLEE DE KERNENEZ,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810322222,81032222200045,SATO,SARRUT ASSURANCES,PME,5499,2015-03-13,66.22Z,66.22Y,03,1 RUE JEAN-MARIE LE GALL,29300,QUIMPERLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810322222,81032222200052,SATO,SARRUT ASSURANCES,PME,5499,2015-03-13,66.22Z,66.22Y,03,5 RUE VICTOR SCHOELCHER,29900,CONCARNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810341073,81034107300056,CABINET BASS,,PME,5499,2015-03-17,66.22Z,70.20Y,01,3 IMPASSE DU STANCO,56520,GUIDEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810385039,81038503900021,,GAN ASSURANCES,PME,1000,2012-08-23,66.22Z,66.22Y,02,19 RUE VERDEREL,29250,SAINT-POL-DE-LEON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810880674,81088067400017,SEP LANCHEC POISSANT,,PME,2385,2015-04-01,66.22Z,66.22Y,NN,6 PLACE DU VIEUX MARCHE,56500,LOCMINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810880674,81088067400025,SEP LANCHEC POISSANT,,PME,2385,2015-04-01,66.22Z,66.22Y,NN,75 RUE NATIONALE,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810958207,81095820700047,SFS FRANCE,,PME,5710,2015-03-24,82.11Z,66.22Y,NN,100 RUE HUBERTINE AUCLERT,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810958207,81095820700427,SFS FRANCE,SFS BRETAGNE (RENNES),PME,5710,2015-03-24,82.11Z,66.22Y,NN,11 RUE LEO LAGRANGE,35131,CHARTRES-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811111657,81111165700029,CELT'OISE ASSURANCES,,PME,5710,2015-04-10,66.22Z,66.22Y,01,2 RUE DE KERANNA,56700,KERVIGNAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811261809,81126180900040,,,PME,1000,2015-06-01,66.22Z,66.22Y,NN,223 RUE DE SAINT-MALO,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811468123,81146812300013,,,PME,1000,2015-06-01,66.22Z,66.22Y,NN,7 RUE DE MELLAC,29300,QUIMPERLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811671908,81167190800010,TRS COURTAGE,,PME,5499,2015-05-13,66.22Z,66.22Y,01,70 RUE CHARLES NUNGESSER,29490,GUIPAVAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811770601,81177060100011,,,PME,1000,2015-05-21,66.22Z,66.22Y,NN,33 RUE VICTOR HUGO,35600,REDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811889922,81188992200019,CALOLENO,ASSUREAS COURTAGE,PME,5710,2015-07-01,66.22Z,66.22Y,01,10 CHEMIN DE MENEZ BONIDOU,29940,LA FORET-FOUESNANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811984202,81198420200028,,AGENCE AXA,PME,1000,2015-07-01,66.22Z,66.22Y,01,34 RUE DE SAINT-MARC,22300,LANNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812174688,81217468800026,,,PME,1000,2015-07-01,66.22Z,66.22Y,NN,415 RUE JURIEN DE LA GRAVIERE,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812251882,81225188200047,ADENOR COURTAGE,,PME,5499,2015-07-10,66.22Z,66.22Y,02,4 IMPASSE LANN VRAS,56880,PLOEREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812761328,81276132800010,SPG ASSURANCES,MMA,PME,5499,2015-08-01,66.22Z,66.22Y,11,ZA DU PETIT BOIS ROLLAND,22130,PLANCOET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812761328,81276132800028,SPG ASSURANCES,MMA,PME,5499,2015-08-01,66.22Z,66.22Y,11,30 BOULEVARD FEART,35800,DINARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812761328,81276132800051,SPG ASSURANCES,MMA,PME,5499,2015-08-01,66.22Z,66.22Y,11,2 PLACE FRANCOIS GICQUEL,22940,PLAINTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812761328,81276132800069,SPG ASSURANCES,MMA,PME,5499,2015-08-01,66.22Z,66.22Y,11,6 PLACE DUGUESCLIN,22250,BROONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812761328,81276132800085,SPG ASSURANCES,SPG,PME,5499,2015-08-01,66.22Z,66.22Y,11,36 RUE DE CASSEPOT,22100,QUEVERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813798071,81379807100052,,,PME,1000,2015-09-26,66.22Z,66.22Y,NN,55 BOULEVARD DES ROCHERS,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813822988,81382298800016,,,PME,1000,2015-10-27,66.22Z,66.22Y,NN,6 RUE DES RENONCULES,29600,SAINT-MARTIN-DES-CHAMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813959244,81395924400035,FEP ST MALO,,PME,5499,2015-11-01,66.22Z,66.22Y,NN,24 RUE LEJAMPTEL,35120,DOL-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814006177,81400617700020,,,PME,1000,2015-10-01,66.22Z,66.22Y,01,6 RUE HENRI MATISSE,29600,MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814634572,81463457200022,ASSURANCES GENERALES SERVICES,WRLIFE FRANCE,PME,5710,2015-11-09,66.22Z,66.22Y,01,143 AVENUE DE KERADENNEC,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814807079,81480707900029,,MANDATAIRE D'ASSURANCE,PME,1000,2015-11-16,66.22Z,66.22Y,NN,17 RUE J J ROUSSEAU,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814860805,81486080500021,[ND],[ND],PME,1000,2015-11-14,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],AURAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815066105,81506610500017,SARL FD CONSEIL,,PME,5499,2016-01-01,66.22Z,66.22Y,NN,64 RUE DES ILES,22560,PLEUMEUR-BODOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815167143,81516714300032,[ND],[ND],PME,1000,2016-01-02,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],GUEMENE-SUR-SCORFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815219415,81521941500024,,AXA,PME,1000,2015-12-01,66.22Z,66.22Y,01,11 QUAI D'AIGUILLON,22300,LANNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815273818,81527381800014,ASSUR22,,PME,5499,2016-01-04,66.22Z,66.22Y,NN,3 RUE CHARLES LE GOFFIC,22190,PLERIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815292172,81529217200013,ASSURANCES DE PENTHIEVRE,ASSURANCES DE PENTHIEVRE,PME,2310,2016-01-01,66.22Z,66.22Y,02,23 RUE DE PENTHIEVRE,22120,YFFINIAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815292172,81529217200021,ASSURANCES DE PENTHIEVRE,[ND],PME,2310,2016-01-01,66.22Z,66.22Y,02,[ND] [ND] [ND],[ND],PLENEUF-VAL-ANDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815292172,81529217200039,ASSURANCES DE PENTHIEVRE,[ND],PME,2310,2016-01-01,66.22Z,66.22Y,02,[ND] [ND] [ND],[ND],LAMBALLE-ARMOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815325063,81532506300015,BZHCOURTAGE,,PME,5710,2016-01-01,66.22Z,66.22Y,NN,LEZAON,29590,SAINT-SEGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815354261,81535426100019,,,PME,1000,2016-01-01,66.22Z,66.22Y,01,28 RUE DU PORT,22430,ERQUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815389119,81538911900018,[ND],[ND],PME,1000,2016-01-01,66.22Z,66.22Y,01,[ND] [ND] [ND],[ND],DOL-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815393509,81539350900030,,,PME,1000,2016-01-01,66.22Z,66.22Y,02,7 RUE DE ROMAZY,35460,MAEN ROCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817488042,81748804200034,,,PME,1000,2016-01-01,66.22Z,66.22Y,NN,18 RUE DE LA CHALOTAIS,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817632433,81763243300055,,,PME,1000,2016-01-01,66.22Z,66.22Y,02,2 RUE FRANCOIS JACOB,22190,PLERIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817668080,81766808000010,YCO,,PME,5499,2016-01-08,66.22Z,66.22Y,NN,MESCOAT,29800,LANDERNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817785926,81778592600020,DUMONT LE GUEN,DUMONT ASSURANCES,PME,5710,2016-02-01,66.22Z,66.22Y,NN,15 RUE DU GENERAL LECLERC,22500,PAIMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817943954,81794395400013,,,PME,1000,2016-02-05,66.22Z,66.22Y,01,6 ALLEE EMILE LE PAGE,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818007866,81800786600028,,,PME,1000,2016-02-21,66.22Z,66.22Y,NN,3 LOT LES FOSSES DE ROUVRAN,56370,LE TOUR-DU-PARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818407132,81840713200013,JAMES COURTAGE,,PME,5499,2016-01-30,66.22Z,66.22Y,01,11 RUE DES FORGES,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818501454,81850145400032,STAR'TING.COM,,PME,5499,2016-02-15,66.22Z,66.22Y,NN,44 RUE ALAIN COLAS,35520,LA MEZIERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818538209,81853820900029,FINANCIERE TANGUY ROUAULT,,PME,5499,2016-02-16,66.22Z,66.22Y,NN,14 RUE DU SOUS-MARIN VENUS,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818780751,81878075100033,,,PME,1000,2016-03-02,66.22Z,66.22Y,NN,25 BOULEVARD DE LAVAL,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818942831,81894283100012,DELUZET,DELUZET,PME,2310,2015-01-01,66.22Z,66.22Y,03,4 BOULEVARD DE CREAC'H GWEN,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818942831,81894283100020,DELUZET,SOCIETE EN PARTICIPATION DELUZET,PME,2310,2015-01-01,66.22Z,66.22Y,03,4 PLACE DU GENERAL DE GAULLE,29140,ROSPORDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818952053,81895205300036,ROUAULT PATRIMOINE,,PME,5499,2016-03-08,66.22Z,66.22Y,03,14 RUE DU SOUS-MARIN VENUS,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819030891,81903089100017,SARL CABINET HAUTEFORT,,PME,5499,2016-03-15,66.22Z,66.22Y,NN,POULHOAT EOZEN,29440,SAINT-DERRIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819108499,81910849900032,,ALLIANZ,PME,1000,2016-04-01,66.22Z,66.22Y,02,16 PLACE DU CHAMP AU ROY,22200,GUINGAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819108499,81910849900040,,ALLIANZ,PME,1000,2016-04-01,66.22Z,66.22Y,02,32 RUE DE L’HOTEL DE VILLE,22140,BEGARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819254228,81925422800029,,,PME,1000,2016-04-01,66.22Z,66.22Y,NN,17 RUE DE LA MARNE,22500,PAIMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819289927,81928992700025,,,PME,1000,2016-04-01,66.22Z,66.22Y,NN,1 RUE DE PLOEMEUR,56260,LARMOR-PLAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819410051,81941005100026,ASSUR'PRO COURTAGE,CYBERPRO'ASSUR,PME,5499,2016-03-31,66.22Z,66.22Y,00,10  LA MARTINIERE,35310,BREAL-SOUS-MONTFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819851411,81985141100028,C.B.C.,,PME,5499,2016-03-18,66.22Z,66.22Y,NN,101 BOULEVARD EUGENE COSMAO-DUMANOIR,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820012078,82001207800052,,,PME,1000,2015-03-01,66.22Z,66.22Y,02,1 RUE D’ARTIMON,35540,MINIAC-MORVAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820075794,82007579400017,,,PME,1000,2016-05-03,66.22Z,66.22Y,NN,4 LOTISSEMENT LE VALLON DE L'ESTACADE,29460,DAOULAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820142941,82014294100021,,HLP INVEST,PME,1000,2016-05-02,66.22Z,66.22Y,NN,1 PLACE DE L'EGLISE,22460,LE QUILLIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
